Name;Koords;Passierbarkeit;cloak_unuseable;warpdrive_leak;lss_malfunction;no_spacecraft_count;dubious_spacecraft_count;no_subspace_lines;lss_blockade;nfs_malfunction_cooldown;shield_malfunction;reactor_leak;eps_leak;hit_chance_interference;evade_chance_interference;energy_weapon_buff;energy_weapon_nerf;regeneration_chance;x;y
Kortar-Nebel;40|63;Nebel passierbar;;;;;;;;;;;;;;;;;40;63
Kortar-Nebel;40|64;Nebel passierbar;;;;;;;;;;;;;;;;;40;64
Kortar-Nebel;40|65;Nebel passierbar;;;;;;;;;;;;;;;;;40;65
Kortar-Nebel;40|66;Nebel passierbar;;;;;;;;;;;;;;;;;40;66
Kortar-Nebel;40|67;Nebel passierbar;;;;;;;;;;;;;;;;;40;67
Kortar-Nebel;40|68;Nebel passierbar;;;;;;;;;;;;;;;;;40;68
Kortar-Nebel;40|69;Nebel passierbar;;;;;;;;;;;;;;;;;40;69
Kortar-Nebel;40|70;Nebel passierbar;;;;;;;;;;;;;;;;;40;70
Kortar-Nebel;40|71;Nebel passierbar;;;;;;;;;;;;;;;;;40;71
Kortar-Nebel;40|72;Nebel passierbar;;;;;;;;;;;;;;;;;40;72
Kortar-Nebel;41|54;Nebel passierbar;;;;;;;;;;;;;;;;;41;54
Kortar-Nebel;41|55;Nebel passierbar;;;;;;;;;;;;;;;;;41;55
Kortar-Nebel;41|56;Nebel passierbar;;;;;;;;;;;;;;;;;41;56
Kortar-Nebel;41|57;Nebel passierbar;;;;;;;;;;;;;;;;;41;57
Kortar-Nebel;41|58;Nebel passierbar;;;;;;;;;;;;;;;;;41;58
Kortar-Nebel;41|59;Nebel passierbar;;;;;;;;;;;;;;;;;41;59
Kortar-Nebel;41|60;Nebel passierbar;;;;;;;;;;;;;;;;;41;60
Kortar-Nebel;41|61;Nebel passierbar;;;;;;;;;;;;;;;;;41;61
Kortar-Nebel;41|62;Nebel passierbar;;;;;;;;;;;;;;;;;41;62
Kortar-Nebel;41|63;Nebel passierbar;;;;;;;;;;;;;;;;;41;63
Kortar-Nebel;41|64;Nebel passierbar;;;;;;;;;;;;;;;;;41;64
Kortar-Nebel;41|65;Nebel passierbar;;;;;;;;;;;;;;;;;41;65
Kortar-Nebel;41|66;Nebel passierbar;;;;;;;;;;;;;;;;;41;66
Kortar-Nebel;41|67;Nebel passierbar;;;;;;;;;;;;;;;;;41;67
Kortar-Nebel;41|68;Nebel passierbar;;;;;;;;;;;;;;;;;41;68
Kortar-Nebel;41|69;Nebel passierbar;;;;;;;;;;;;;;;;;41;69
Kortar-Nebel;41|70;Nebel passierbar;;;;;;;;;;;;;;;;;41;70
Kortar-Nebel;41|71;Nebel passierbar;;;;;;;;;;;;;;;;;41;71
Kortar-Nebel;41|72;Nebel passierbar;;;;;;;;;;;;;;;;;41;72
Kortar-Nebel;41|73;Nebel passierbar;;;;;;;;;;;;;;;;;41;73
Kortar-Nebel;42|56;Nebel passierbar;;;;;;;;;;;;;;;;;42;56
Kortar-Nebel;42|57;Nebel passierbar;;;;;;;;;;;;;;;;;42;57
Kortar-Nebel;42|58;Nebel passierbar;;;;;;;;;;;;;;;;;42;58
Kortar-Nebel;42|59;Nebel passierbar;;;;;;;;;;;;;;;;;42;59
Kortar-Nebel;42|60;Nebel passierbar;;;;;;;;;;;;;;;;;42;60
Kortar-Nebel;42|61;Nebel passierbar;;;;;;;;;;;;;;;;;42;61
Kortar-Nebel;42|62;Nebel passierbar;;;;;;;;;;;;;;;;;42;62
Kortar-Nebel;42|63;Nebel passierbar;;;;;;;;;;;;;;;;;42;63
Kortar-Nebel;42|64;Nebel passierbar;;;;;;;;;;;;;;;;;42;64
Kortar-Nebel;42|65;Nebel passierbar;;;;;;;;;;;;;;;;;42;65
Kortar-Nebel;42|66;Nebel passierbar;;;;;;;;;;;;;;;;;42;66
Kortar-Nebel;42|67;Nebel passierbar;;;;;;;;;;;;;;;;;42;67
Kortar-Nebel;42|68;Nebel passierbar;;;;;;;;;;;;;;;;;42;68
Kortar-Nebel;42|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;42;69
Kortar-Nebel;42|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;42;70
Kortar-Nebel;42|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;42;71
Kortar-Nebel;42|72;Nebel passierbar;;;;;;;;;;;;;;;;;42;72
Kortar-Nebel;42|73;Nebel passierbar;;;;;;;;;;;;;;;;;42;73
Kortar-Nebel;42|74;Nebel passierbar;;;;;;;;;;;;;;;;;42;74
Kortar-Nebel;43|61;Nebel passierbar;;;;;;;;;;;;;;;;;43;61
Kortar-Nebel;43|62;Nebel passierbar;;;;;;;;;;;;;;;;;43;62
Kortar-Nebel;43|63;Nebel passierbar;;;;;;;;;;;;;;;;;43;63
Kortar-Nebel;43|64;Nebel passierbar;;;;;;;;;;;;;;;;;43;64
Kortar-Nebel;43|65;Nebel passierbar;;;;;;;;;;;;;;;;;43;65
Kortar-Nebel;43|66;Nebel passierbar;;;;;;;;;;;;;;;;;43;66
Kortar-Nebel;43|67;Nebel passierbar;;;;;;;;;;;;;;;;;43;67
Kortar-Nebel;43|68;Nebel passierbar;;;;;;;;;;;;;;;;;43;68
Kortar-Nebel;43|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;43;69
Kortar-Nebel;43|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;43;70
Kortar-Nebel;43|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;43;71
Kortar-Nebel;43|72;Nebel passierbar;;;;;;;;;;;;;;;;;43;72
Kortar-Nebel;43|73;Nebel passierbar;;;;;;;;;;;;;;;;;43;73
Kortar-Nebel;43|74;Nebel passierbar;;;;;;;;;;;;;;;;;43;74
Kortar-Nebel;44|63;Nebel passierbar;;;;;;;;;;;;;;;;;44;63
Kortar-Nebel;44|64;Nebel passierbar;;;;;;;;;;;;;;;;;44;64
Kortar-Nebel;44|65;Nebel passierbar;;;;;;;;;;;;;;;;;44;65
Kortar-Nebel;44|66;Nebel passierbar;;;;;;;;;;;;;;;;;44;66
Kortar-Nebel;44|67;Nebel unpassierbar;;;;;;;;;;;;;;;;;44;67
Kortar-Nebel;44|68;Nebel passierbar;;;;;;;;;;;;;;;;;44;68
Kortar-Nebel;44|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;44;69
Kortar-Nebel;44|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;44;70
Kortar-Nebel;44|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;44;71
Kortar-Nebel;44|72;Nebel passierbar;;;;;;;;;;;;;;;;;44;72
Kortar-Nebel;44|73;Nebel passierbar;;;;;;;;;;;;;;;;;44;73
Kortar-Nebel;44|74;Nebel passierbar;;;;;;;;;;;;;;;;;44;74
Kortar-Nebel;44|75;Nebel passierbar;;;;;;;;;;;;;;;;;44;75
Kortar-Nebel;45|64;Nebel passierbar;;;;;;;;;;;;;;;;;45;64
Kortar-Nebel;45|65;Nebel passierbar;;;;;;;;;;;;;;;;;45;65
Kortar-Nebel;45|66;Nebel unpassierbar;;;;;;;;;;;;;;;;;45;66
Kortar-Nebel;45|67;Nebel unpassierbar;;;;;;;;;;;;;;;;;45;67
Kortar-Nebel;45|68;Nebel passierbar;;;;;;;;;;;;;;;;;45;68
Kortar-Nebel;45|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;45;69
Kortar-Nebel;45|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;45;70
Kortar-Nebel;45|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;45;71
Kortar-Nebel;45|72;Nebel unpassierbar;;;;;;;;;;;;;;;;;45;72
Kortar-Nebel;45|73;Nebel passierbar;;;;;;;;;;;;;;;;;45;73
Kortar-Nebel;45|74;Nebel passierbar;;;;;;;;;;;;;;;;;45;74
Kortar-Nebel;45|75;Nebel passierbar;;;;;;;;;;;;;;;;;45;75
Kortar-Nebel;46|65;Nebel passierbar;;;;;;;;;;;;;;;;;46;65
Kortar-Nebel;46|66;Nebel passierbar;;;;;;;;;;;;;;;;;46;66
Kortar-Nebel;46|67;Nebel passierbar;;;;;;;;;;;;;;;;;46;67
Kortar-Nebel;46|68;Nebel passierbar;;;;;;;;;;;;;;;;;46;68
Kortar-Nebel;46|69;Nebel passierbar;;;;;;;;;;;;;;;;;46;69
Kortar-Nebel;46|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;46;70
Kortar-Nebel;46|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;46;71
Kortar-Nebel;46|72;Nebel unpassierbar;;;;;;;;;;;;;;;;;46;72
Kortar-Nebel;46|73;Nebel passierbar;;;;;;;;;;;;;;;;;46;73
Kortar-Nebel;46|74;Nebel passierbar;;;;;;;;;;;;;;;;;46;74
Kortar-Nebel;46|75;Nebel passierbar;;;;;;;;;;;;;;;;;46;75
Kortar-Nebel;46|76;Nebel passierbar;;;;;;;;;;;;;;;;;46;76
Kortar-Nebel;47|65;Nebel passierbar;;;;;;;;;;;;;;;;;47;65
Kortar-Nebel;47|66;Nebel passierbar;;;;;;;;;;;;;;;;;47;66
Kortar-Nebel;47|67;Nebel passierbar;;;;;;;;;;;;;;;;;47;67
Kortar-Nebel;47|68;Nebel passierbar;;;;;;;;;;;;;;;;;47;68
Kortar-Nebel;47|69;Nebel passierbar;;;;;;;;;;;;;;;;;47;69
Kortar-Nebel;47|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;47;70
Kortar-Nebel;47|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;47;71
Kortar-Nebel;47|72;Nebel unpassierbar;;;;;;;;;;;;;;;;;47;72
Kortar-Nebel;47|73;Nebel passierbar;;;;;;;;;;;;;;;;;47;73
Kortar-Nebel;47|74;Nebel passierbar;;;;;;;;;;;;;;;;;47;74
Kortar-Nebel;47|75;Nebel passierbar;;;;;;;;;;;;;;;;;47;75
Kortar-Nebel;47|76;Nebel passierbar;;;;;;;;;;;;;;;;;47;76
Kortar-Nebel;47|77;Nebel passierbar;;;;;;;;;;;;;;;;;47;77
Kortar-Nebel;47|78;Nebel passierbar;;;;;;;;;;;;;;;;;47;78
Kortar-Nebel;48|65;Nebel passierbar;;;;;;;;;;;;;;;;;48;65
Kortar-Nebel;48|66;Nebel passierbar;;;;;;;;;;;;;;;;;48;66
Kortar-Nebel;48|67;Nebel passierbar;;;;;;;;;;;;;;;;;48;67
Kortar-Nebel;48|68;Nebel passierbar;;;;;;;;;;;;;;;;;48;68
Kortar-Nebel;48|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;48;69
Kortar-Nebel;48|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;48;70
Kortar-Nebel;48|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;48;71
Kortar-Nebel;48|72;Nebel unpassierbar;;;;;;;;;;;;;;;;;48;72
Kortar-Nebel;48|73;Nebel unpassierbar;;;;;;;;;;;;;;;;;48;73
Kortar-Nebel;48|74;Nebel passierbar;;;;;;;;;;;;;;;;;48;74
Kortar-Nebel;48|75;Nebel passierbar;;;;;;;;;;;;;;;;;48;75
Kortar-Nebel;48|76;Nebel passierbar;;;;;;;;;;;;;;;;;48;76
Kortar-Nebel;48|77;Nebel passierbar;;;;;;;;;;;;;;;;;48;77
Kortar-Nebel;48|78;Nebel passierbar;;;;;;;;;;;;;;;;;48;78
Kortar-Nebel;49|64;Nebel passierbar;;;;;;;;;;;;;;;;;49;64
Kortar-Nebel;49|65;Nebel passierbar;;;;;;;;;;;;;;;;;49;65
Kortar-Nebel;49|66;Nebel passierbar;;;;;;;;;;;;;;;;;49;66
Kortar-Nebel;49|67;Nebel passierbar;;;;;;;;;;;;;;;;;49;67
Kortar-Nebel;49|68;Nebel passierbar;;;;;;;;;;;;;;;;;49;68
Kortar-Nebel;49|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;49;69
Kortar-Nebel;49|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;49;70
Kortar-Nebel;49|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;49;71
Kortar-Nebel;49|72;Nebel unpassierbar;;;;;;;;;;;;;;;;;49;72
Kortar-Nebel;49|73;Nebel unpassierbar;;;;;;;;;;;;;;;;;49;73
Kortar-Nebel;49|74;Nebel passierbar;;;;;;;;;;;;;;;;;49;74
Kortar-Nebel;49|75;Nebel passierbar;;;;;;;;;;;;;;;;;49;75
Kortar-Nebel;49|76;Nebel passierbar;;;;;;;;;;;;;;;;;49;76
Kortar-Nebel;49|77;Nebel passierbar;;;;;;;;;;;;;;;;;49;77
Kortar-Nebel;49|78;Nebel passierbar;;;;;;;;;;;;;;;;;49;78
Kortar-Nebel;50|64;Nebel passierbar;;;;;;;;;;;;;;;;;50;64
Kortar-Nebel;50|65;Nebel passierbar;;;;;;;;;;;;;;;;;50;65
Kortar-Nebel;50|66;Nebel unpassierbar;;;;;;;;;;;;;;;;;50;66
Kortar-Nebel;50|67;Nebel unpassierbar;;;;;;;;;;;;;;;;;50;67
Kortar-Nebel;50|68;Nebel passierbar;;;;;;;;;;;;;;;;;50;68
Kortar-Nebel;50|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;50;69
Kortar-Nebel;50|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;50;70
Kortar-Nebel;50|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;50;71
Kortar-Nebel;50|72;Nebel unpassierbar;;;;;;;;;;;;;;;;;50;72
Kortar-Nebel;50|73;Nebel unpassierbar;;;;;;;;;;;;;;;;;50;73
Kortar-Nebel;50|74;Nebel passierbar;;;;;;;;;;;;;;;;;50;74
Kortar-Nebel;50|75;Nebel passierbar;;;;;;;;;;;;;;;;;50;75
Kortar-Nebel;50|76;Nebel passierbar;;;;;;;;;;;;;;;;;50;76
Kortar-Nebel;50|77;Nebel passierbar;;;;;;;;;;;;;;;;;50;77
Kortar-Nebel;50|78;Nebel passierbar;;;;;;;;;;;;;;;;;50;78
Kortar-Nebel;51|64;Nebel passierbar;;;;;;;;;;;;;;;;;51;64
Kortar-Nebel;51|65;Nebel passierbar;;;;;;;;;;;;;;;;;51;65
Kortar-Nebel;51|66;Nebel passierbar;;;;;;;;;;;;;;;;;51;66
Kortar-Nebel;51|67;Nebel passierbar;;;;;;;;;;;;;;;;;51;67
Kortar-Nebel;51|68;Nebel passierbar;;;;;;;;;;;;;;;;;51;68
Kortar-Nebel;51|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;51;69
Kortar-Nebel;51|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;51;70
Kortar-Nebel;51|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;51;71
Kortar-Nebel;51|72;Nebel unpassierbar;;;;;;;;;;;;;;;;;51;72
Kortar-Nebel;51|73;Nebel unpassierbar;;;;;;;;;;;;;;;;;51;73
Kortar-Nebel;51|74;Nebel passierbar;;;;;;;;;;;;;;;;;51;74
Kortar-Nebel;51|75;Nebel passierbar;;;;;;;;;;;;;;;;;51;75
Kortar-Nebel;51|76;Nebel passierbar;;;;;;;;;;;;;;;;;51;76
Kortar-Nebel;51|77;Nebel passierbar;;;;;;;;;;;;;;;;;51;77
Kortar-Nebel;52|63;Nebel passierbar;;;;;;;;;;;;;;;;;52;63
Kortar-Nebel;52|64;Nebel passierbar;;;;;;;;;;;;;;;;;52;64
Kortar-Nebel;52|65;Nebel passierbar;;;;;;;;;;;;;;;;;52;65
Kortar-Nebel;52|66;Nebel unpassierbar;;;;;;;;;;;;;;;;;52;66
Kortar-Nebel;52|67;Nebel passierbar;;;;;;;;;;;;;;;;;52;67
Kortar-Nebel;52|68;Nebel unpassierbar;;;;;;;;;;;;;;;;;52;68
Kortar-Nebel;52|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;52;69
Kortar-Nebel;52|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;52;70
Kortar-Nebel;52|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;52;71
Kortar-Nebel;52|72;Nebel unpassierbar;;;;;;;;;;;;;;;;;52;72
Kortar-Nebel;52|73;Nebel unpassierbar;;;;;;;;;;;;;;;;;52;73
Kortar-Nebel;52|74;Nebel unpassierbar;;;;;;;;;;;;;;;;;52;74
Kortar-Nebel;52|75;Nebel passierbar;;;;;;;;;;;;;;;;;52;75
Kortar-Nebel;52|76;Nebel passierbar;;;;;;;;;;;;;;;;;52;76
Kortar-Nebel;52|77;Nebel passierbar;;;;;;;;;;;;;;;;;52;77
Kortar-Nebel;53|62;Nebel passierbar;;;;;;;;;;;;;;;;;53;62
Kortar-Nebel;53|63;Nebel passierbar;;;;;;;;;;;;;;;;;53;63
Kortar-Nebel;53|64;Nebel passierbar;;;;;;;;;;;;;;;;;53;64
Kortar-Nebel;53|65;Nebel passierbar;;;;;;;;;;;;;;;;;53;65
Kortar-Nebel;53|66;Nebel passierbar;;;;;;;;;;;;;;;;;53;66
Kortar-Nebel;53|67;Nebel unpassierbar;;;;;;;;;;;;;;;;;53;67
Kortar-Nebel;53|68;Nebel unpassierbar;;;;;;;;;;;;;;;;;53;68
Kortar-Nebel;53|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;53;69
Kortar-Nebel;53|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;53;70
Kortar-Nebel;53|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;53;71
Kortar-Nebel;53|72;Nebel unpassierbar;;;;;;;;;;;;;;;;;53;72
Kortar-Nebel;53|73;Nebel unpassierbar;;;;;;;;;;;;;;;;;53;73
Kortar-Nebel;53|74;Nebel unpassierbar;;;;;;;;;;;;;;;;;53;74
Kortar-Nebel;53|75;Nebel passierbar;;;;;;;;;;;;;;;;;53;75
Kortar-Nebel;53|76;Nebel passierbar;;;;;;;;;;;;;;;;;53;76
Kortar-Nebel;54|62;Nebel passierbar;;;;;;;;;;;;;;;;;54;62
Kortar-Nebel;54|63;Nebel passierbar;;;;;;;;;;;;;;;;;54;63
Kortar-Nebel;54|64;Nebel passierbar;;;;;;;;;;;;;;;;;54;64
Kortar-Nebel;54|65;Nebel passierbar;;;;;;;;;;;;;;;;;54;65
Kortar-Nebel;54|66;Nebel passierbar;;;;;;;;;;;;;;;;;54;66
Kortar-Nebel;54|67;Nebel unpassierbar;;;;;;;;;;;;;;;;;54;67
Kortar-Nebel;54|68;Nebel unpassierbar;;;;;;;;;;;;;;;;;54;68
Kortar-Nebel;54|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;54;69
Kortar-Nebel;54|70;Nebel unpassierbar;;;;;;;;;;;;;;;;;54;70
Kortar-Nebel;54|71;Nebel unpassierbar;;;;;;;;;;;;;;;;;54;71
Kortar-Nebel;54|72;Nebel passierbar;;;;;;;;;;;;;;;;;54;72
Kortar-Nebel;54|73;Nebel passierbar;;;;;;;;;;;;;;;;;54;73
Kortar-Nebel;54|74;Nebel passierbar;;;;;;;;;;;;;;;;;54;74
Kortar-Nebel;54|75;Nebel passierbar;;;;;;;;;;;;;;;;;54;75
Kortar-Nebel;54|76;Nebel passierbar;;;;;;;;;;;;;;;;;54;76
Kortar-Nebel;55|62;Nebel passierbar;;;;;;;;;;;;;;;;;55;62
Kortar-Nebel;55|63;Nebel passierbar;;;;;;;;;;;;;;;;;55;63
Kortar-Nebel;55|64;Nebel passierbar;;;;;;;;;;;;;;;;;55;64
Kortar-Nebel;55|65;Nebel passierbar;;;;;;;;;;;;;;;;;55;65
Kortar-Nebel;55|66;Nebel unpassierbar;;;;;;;;;;;;;;;;;55;66
Kortar-Nebel;55|67;Nebel unpassierbar;;;;;;;;;;;;;;;;;55;67
Kortar-Nebel;55|68;Nebel unpassierbar;;;;;;;;;;;;;;;;;55;68
Kortar-Nebel;55|69;Nebel unpassierbar;;;;;;;;;;;;;;;;;55;69
Kortar-Nebel;55|70;Nebel passierbar;;;;;;;;;;;;;;;;;55;70
Kortar-Nebel;55|71;Nebel passierbar;;;;;;;;;;;;;;;;;55;71
Kortar-Nebel;55|72;Nebel passierbar;;;;;;;;;;;;;;;;;55;72
Kortar-Nebel;55|73;Nebel passierbar;;;;;;;;;;;;;;;;;55;73
Kortar-Nebel;55|74;Nebel passierbar;;;;;;;;;;;;;;;;;55;74
Kortar-Nebel;55|75;Nebel passierbar;;;;;;;;;;;;;;;;;55;75
Kortar-Nebel;56|62;Nebel passierbar;;;;;;;;;;;;;;;;;56;62
Kortar-Nebel;56|63;Nebel passierbar;;;;;;;;;;;;;;;;;56;63
Kortar-Nebel;56|64;Nebel passierbar;;;;;;;;;;;;;;;;;56;64
Kortar-Nebel;56|65;Nebel passierbar;;;;;;;;;;;;;;;;;56;65
Kortar-Nebel;56|66;Nebel unpassierbar;;;;;;;;;;;;;;;;;56;66
Kortar-Nebel;56|67;Nebel unpassierbar;;;;;;;;;;;;;;;;;56;67
Kortar-Nebel;56|68;Nebel unpassierbar;;;;;;;;;;;;;;;;;56;68
Kortar-Nebel;56|69;Nebel passierbar;;;;;;;;;;;;;;;;;56;69
Kortar-Nebel;56|70;Nebel passierbar;;;;;;;;;;;;;;;;;56;70
Kortar-Nebel;56|71;Nebel passierbar;;;;;;;;;;;;;;;;;56;71
Kortar-Nebel;56|72;Nebel passierbar;;;;;;;;;;;;;;;;;56;72
Kortar-Nebel;56|73;Nebel passierbar;;;;;;;;;;;;;;;;;56;73
Kortar-Nebel;56|74;Nebel passierbar;;;;;;;;;;;;;;;;;56;74
Kortar-Nebel;56|75;Nebel passierbar;;;;;;;;;;;;;;;;;56;75
Kortar-Nebel;57|62;Nebel passierbar;;;;;;;;;;;;;;;;;57;62
Kortar-Nebel;57|63;Nebel passierbar;;;;;;;;;;;;;;;;;57;63
Kortar-Nebel;57|64;Nebel passierbar;;;;;;;;;;;;;;;;;57;64
Kortar-Nebel;57|65;Nebel passierbar;;;;;;;;;;;;;;;;;57;65
Kortar-Nebel;57|66;Nebel unpassierbar;;;;;;;;;;;;;;;;;57;66
Kortar-Nebel;57|67;Nebel unpassierbar;;;;;;;;;;;;;;;;;57;67
Kortar-Nebel;57|68;Nebel unpassierbar;;;;;;;;;;;;;;;;;57;68
Kortar-Nebel;57|69;Nebel passierbar;;;;;;;;;;;;;;;;;57;69
Kortar-Nebel;57|70;Nebel passierbar;;;;;;;;;;;;;;;;;57;70
Kortar-Nebel;57|71;Nebel passierbar;;;;;;;;;;;;;;;;;57;71
Kortar-Nebel;57|72;Nebel passierbar;;;;;;;;;;;;;;;;;57;72
Kortar-Nebel;57|73;Nebel passierbar;;;;;;;;;;;;;;;;;57;73
Kortar-Nebel;57|74;Nebel passierbar;;;;;;;;;;;;;;;;;57;74
Kortar-Nebel;58|62;Nebel passierbar;;;;;;;;;;;;;;;;;58;62
Kortar-Nebel;58|63;Nebel passierbar;;;;;;;;;;;;;;;;;58;63
Kortar-Nebel;58|64;Nebel passierbar;;;;;;;;;;;;;;;;;58;64
Kortar-Nebel;58|65;Nebel passierbar;;;;;;;;;;;;;;;;;58;65
Kortar-Nebel;58|66;Nebel unpassierbar;;;;;;;;;;;;;;;;;58;66
Kortar-Nebel;58|67;Nebel unpassierbar;;;;;;;;;;;;;;;;;58;67
Kortar-Nebel;58|68;Nebel unpassierbar;;;;;;;;;;;;;;;;;58;68
Kortar-Nebel;58|69;Nebel passierbar;;;;;;;;;;;;;;;;;58;69
Kortar-Nebel;58|70;Nebel passierbar;;;;;;;;;;;;;;;;;58;70
Kortar-Nebel;58|71;Nebel passierbar;;;;;;;;;;;;;;;;;58;71
Kortar-Nebel;58|72;Nebel passierbar;;;;;;;;;;;;;;;;;58;72
Kortar-Nebel;58|73;Nebel passierbar;;;;;;;;;;;;;;;;;58;73
Kortar-Nebel;59|62;Nebel passierbar;;;;;;;;;;;;;;;;;59;62
Kortar-Nebel;59|63;Nebel passierbar;;;;;;;;;;;;;;;;;59;63
Kortar-Nebel;59|64;Nebel passierbar;;;;;;;;;;;;;;;;;59;64
Kortar-Nebel;59|65;Nebel passierbar;;;;;;;;;;;;;;;;;59;65
Kortar-Nebel;59|66;Nebel passierbar;;;;;;;;;;;;;;;;;59;66
Kortar-Nebel;59|67;Nebel passierbar;;;;;;;;;;;;;;;;;59;67
Kortar-Nebel;59|68;Nebel passierbar;;;;;;;;;;;;;;;;;59;68
Kortar-Nebel;59|69;Nebel passierbar;;;;;;;;;;;;;;;;;59;69
Kortar-Nebel;59|70;Nebel passierbar;;;;;;;;;;;;;;;;;59;70
Kortar-Nebel;59|71;Nebel passierbar;;;;;;;;;;;;;;;;;59;71
Kortar-Nebel;60|62;Nebel passierbar;;;;;;;;;;;;;;;;;60;62
Kortar-Nebel;60|63;Nebel passierbar;;;;;;;;;;;;;;;;;60;63
Kortar-Nebel;60|64;Nebel passierbar;;;;;;;;;;;;;;;;;60;64
Kortar-Nebel;60|65;Nebel passierbar;;;;;;;;;;;;;;;;;60;65
Kortar-Nebel;60|66;Nebel passierbar;;;;;;;;;;;;;;;;;60;66
Kortar-Nebel;60|67;Nebel passierbar;;;;;;;;;;;;;;;;;60;67
Kortar-Nebel;60|68;Nebel passierbar;;;;;;;;;;;;;;;;;60;68
Kortar-Nebel;60|69;Nebel passierbar;;;;;;;;;;;;;;;;;60;69
Kortar-Nebel;60|70;Nebel passierbar;;;;;;;;;;;;;;;;;60;70
Kortar-Nebel;61|62;Nebel passierbar;;;;;;;;;;;;;;;;;61;62
Kortar-Nebel;61|63;Nebel passierbar;;;;;;;;;;;;;;;;;61;63
Kortar-Nebel;61|64;Nebel passierbar;;;;;;;;;;;;;;;;;61;64
Kortar-Nebel;61|65;Nebel passierbar;;;;;;;;;;;;;;;;;61;65
Kortar-Nebel;61|66;Nebel passierbar;;;;;;;;;;;;;;;;;61;66
Kortar-Nebel;61|67;Nebel passierbar;;;;;;;;;;;;;;;;;61;67
Kortar-Nebel;61|68;Nebel passierbar;;;;;;;;;;;;;;;;;61;68
Kortar-Nebel;61|69;Nebel passierbar;;;;;;;;;;;;;;;;;61;69
Kortar-Nebel;61|70;Nebel passierbar;;;;;;;;;;;;;;;;;61;70
Kortar-Nebel;62|63;Nebel passierbar;;;;;;;;;;;;;;;;;62;63
Kortar-Nebel;62|64;Nebel passierbar;;;;;;;;;;;;;;;;;62;64
Kortar-Nebel;62|65;Nebel passierbar;;;;;;;;;;;;;;;;;62;65
Kortar-Nebel;62|66;Nebel passierbar;;;;;;;;;;;;;;;;;62;66
Kortar-Nebel;62|67;Nebel passierbar;;;;;;;;;;;;;;;;;62;67
Kortar-Nebel;62|68;Nebel passierbar;;;;;;;;;;;;;;;;;62;68
Kortar-Nebel;62|69;Nebel passierbar;;;;;;;;;;;;;;;;;62;69
Kortar-Nebel;62|70;Nebel passierbar;;;;;;;;;;;;;;;;;62;70
Kortar-Nebel;63|64;Nebel passierbar;;;;;;;;;;;;;;;;;63;64
Kortar-Nebel;63|65;Nebel passierbar;;;;;;;;;;;;;;;;;63;65
Kortar-Nebel;63|66;Nebel passierbar;;;;;;;;;;;;;;;;;63;66
Kortar-Nebel;63|67;Nebel passierbar;;;;;;;;;;;;;;;;;63;67
Kortar-Nebel;63|68;Nebel passierbar;;;;;;;;;;;;;;;;;63;68
Kortar-Nebel;64|65;Nebel passierbar;;;;;;;;;;;;;;;;;64;65
Kortar-Nebel;64|66;Nebel passierbar;;;;;;;;;;;;;;;;;64;66
Kurlanischer-Dunst;32|89;Nebel passierbar;;;;;;;;;;;;;;;;;32;89
Kurlanischer-Dunst;32|90;Nebel passierbar;;;;;;;;;;;;;;;;;32;90
Kurlanischer-Dunst;33|88;Nebel passierbar;;;;;;;;;;;;;;;;;33;88
Kurlanischer-Dunst;33|89;Nebel unpassierbar;;;;;;;;;;;;;;;;;33;89
